Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
2026-05-28 20:35:00,73626.1,73638.01,73626.1,73638.0,3.15277,2026-05-28 20:35:59.999,232131.8368632,582,3.07614,226489.7506672
2026-05-28 20:36:00,73638.0,73645.16,73638.0,73645.16,3.27944,2026-05-28 20:36:59.999,241498.3459418,388,3.06773,225907.592697
2026-05-28 20:37:00,73645.16,73645.16,73645.15,73645.16,2.18515,2026-05-28 20:37:59.999,160925.7087911,174,0.92686,68258.7529976
2026-05-28 20:38:00,73645.16,73669.12,73638.95,73669.12,5.64032,2026-05-28 20:38:59.999,415439.9841781,1336,3.93588,289891.452385
2026-05-28 20:39:00,73669.11,73702.01,73666.18,73666.19,10.32806,2026-05-28 20:39:59.999,761013.3074608,1360,5.48997,404542.2329433
2026-05-28 20:40:00,73666.19,73681.97,73666.18,73679.09,4.14468,2026-05-28 20:40:59.999,305350.3699232,730,2.59059,190843.7127436
2026-05-28 20:41:00,73679.08,73679.09,73679.08,73679.08,1.99581,2026-05-28 20:41:59.999,147049.4616977,140,1.70429,125570.5362961
2026-05-28 20:42:00,73679.09,73679.09,73671.12,73671.12,1.84626,2026-05-28 20:42:59.999,136026.1921529,570,0.79623,58661.5957715
2026-05-28 20:43:00,73671.13,73712.01,73671.13,73707.3,7.3401,2026-05-28 20:43:59.999,540904.2410024,1701,3.55555,261993.9753135
2026-05-28 20:44:00,73707.3,73721.45,73702.0,73702.0,7.67417,2026-05-28 20:44:59.999,565698.066095,1433,5.35446,394699.473961
2026-05-28 20:45:00,73702.0,73702.0,73637.67,73637.68,10.79346,2026-05-28 20:45:59.999,795123.6873148,1934,1.05575,77776.2229627
2026-05-28 20:46:00,73637.68,73666.0,73637.67,73665.99,2.8091,2026-05-28 20:46:59.999,206882.2681854,964,2.47917,182580.662162
2026-05-28 20:47:00,73666.0,73666.0,73656.0,73660.14,4.76034,2026-05-28 20:47:59.999,350640.5874621,637,2.78283,204973.8019091
2026-05-28 20:48:00,73660.14,73681.58,73660.14,73661.43,3.99747,2026-05-28 20:48:59.999,294488.028037,1468,2.51162,185016.7299757
2026-05-28 20:49:00,73661.44,73684.0,73661.44,73682.56,3.76229,2026-05-28 20:49:59.999,277185.5431741,1033,3.3011,243205.4382545
2026-05-28 20:50:00,73682.57,73686.75,73670.38,73686.74,4.8658,2026-05-28 20:50:59.999,358489.2990348,1094,3.13879,231249.0930017
2026-05-28 20:51:00,73686.74,73686.75,73683.86,73683.86,4.06871,2026-05-28 20:51:59.999,299808.5377893,336,0.27929,20579.9491371
2026-05-28 20:52:00,73683.86,73683.87,73660.05,73660.05,3.17402,2026-05-28 20:52:59.999,233854.8856924,700,0.24047,17718.6438919
2026-05-28 20:53:00,73660.05,73662.26,73648.88,73662.25,4.55328,2026-05-28 20:53:59.999,335368.1062315,752,3.63261,267558.7811781
2026-05-28 20:54:00,73662.26,73668.89,73660.12,73660.13,3.80871,2026-05-28 20:54:59.999,280559.062966,499,2.49497,183782.8432411
2026-05-28 20:55:00,73660.13,73660.13,73600.0,73600.01,4.33034,2026-05-28 20:55:59.999,318866.7896088,1490,0.74992,55217.2140656
2026-05-28 20:56:00,73600.01,73604.0,73572.0,73589.93,6.76364,2026-05-28 20:56:59.999,497731.269954,1925,2.47101,181809.9972753
2026-05-28 20:57:00,73589.93,73589.94,73579.5,73579.51,3.05786,2026-05-28 20:57:59.999,225017.5134603,427,0.71902,52912.395338
2026-05-28 20:58:00,73579.5,73586.87,73573.41,73580.0,9.84415,2026-05-28 20:58:59.999,724298.9692397,900,8.81694,648718.1919934
2026-05-28 20:59:00,73579.99,73580.0,73579.99,73579.99,3.25916,2026-05-28 20:59:59.999,239808.9690025,204,0.87941,64706.9878
2026-05-28 21:00:00,73580.0,73611.36,73580.0,73600.62,6.91892,2026-05-28 21:00:59.999,509247.8754914,1570,3.14436,231422.3279654
2026-05-28 21:01:00,73600.62,73600.62,73600.61,73600.62,5.07729,2026-05-28 21:01:59.999,373691.6522074,253,1.10605,81405.965751
2026-05-28 21:02:00,73600.62,73611.59,73580.37,73580.37,8.44875,2026-05-28 21:02:59.999,621853.3778715,1662,1.19405,87886.3137796
